1-0.193428271071898i,1-0.221466639796689i,1-0.241870945624021i,1-0.251382283783585i,1-0.223184895757154i,1-0.189174766737917i,1-0.174020888403405i,1-0.170551009298105i,1-0.173593489420689i,1-0.189061322663374i
0.963065187160591-0.132944562595429i,0.936525980598618-0.16956325746799i,0.919528856247411-0.184839797879376i,0.92290774836368-0.198011120339299i,0.899969460392255-0.209818023649369i,0.933028743083025-0.148862453619087i,0.947930094954418-0.130345303217312i,0.945870734619914-0.134839460952334i,0.944048246530193-0.139787713362095i,0.938180013816879-0.147502118164757i
0.931705931023651-0.100689730037161i,0.886019839266558-0.120366268462264i,0.867361722355428-0.130039493276794i,0.864268898187683-0.136718830379371i,0.828298801965132-0.134396469731916i,0.897826219007903-0.0978643918281503i,0.914933545359359-0.0863205330486863i,0.915420166998798-0.0856226570393364i,0.901840618015417-0.093346337778429i,0.891093446189997-0.120822553224283i
0.897796267256784-0.0772089436206654i,0.860309791840897-0.0923349583852825i,0.836414606192456-0.0966032555849555i,0.838356363984757-0.101006728435263i,0.815472024965071-0.0941192361099745i,0.880966106974127-0.0699800586989783i,0.899357760638667-0.0645492344462239i,0.89991513282823-0.0671020871174962i,0.8891316702368-0.0786700002410579i,0.863605218126655-0.113616494031741i
0.871245262630346-0.0793556843310254i,0.813560391967607-0.088364656207645i,0.788243478698564-0.0936156011009179i,0.79039658189367-0.0880507356634448i,0.760894863387168-0.0852202905220221i,0.845735085931451-0.0688686297334702i,0.870479022208627-0.0710585657407144i,0.867425526112239-0.0687643623014631i,0.847754230239524-0.0870864113565875i,0.796719126091397-0.139426264246997i
0.845956216400105-0.0955024576209312i,0.788741354280224-0.0952777692699533i,0.757877708856851-0.0974756045275601i,0.752015618465085-0.101331535530828i,0.735052325796397-0.0874114936059367i,0.821761354036875-0.086108280762556i,0.848397777907386-0.0834962128113057i,0.844036588815595-0.0917547136189504i,0.816152625353282-0.11068104617036i,0.734053815591708-0.166243974964526i
0.814334165059253-0.122666457791522i,0.749902162086449-0.114016531089039i,0.724967912178498-0.110197842201818i,0.725957864395602-0.116747194617313i,0.710492229275753-0.104591169827965i,0.799857939960302-0.112043440818906i,0.821359393784505-0.107928803480288i,0.813230778234811-0.121693973142112i,0.768857191208424-0.147030648584421i,0.649807783186298-0.187970502853725i
0.724321370512304-0.190221921007369i,0.678747050041481-0.173402440290441i,0.656552757366566-0.163676540404938i,0.655379930171188-0.164553954310066i,0.637820147530116-0.153383527521953i,0.729671303162852-0.167440852012553i,0.742833982457414-0.178990323257076i,0.734762133340265-0.181352792359465i,0.663747608562973-0.20321794994928i,0.525144363227671-0.197766053606591i
0.617801900839217-0.238932097313212i,0.586766156251168-0.216991984186954i,0.570399334285636-0.206514894216625i,0.570845470197462-0.200121740544313i,0.560604703937084-0.193877968559557i,0.631079275574868-0.217605301779243i,0.640295767165668-0.230777898574873i,0.622255984018789-0.231102289775927i,0.55705609054236-0.226445938471605i,0.432698461065133-0.19123199479748i
0.493435908426805-0.259017060769444i,0.47638946527217-0.24002858568906i,0.463479385309675-0.22783791017531i,0.460308916716082-0.227383000087711i,0.450716010546648-0.224640571269467i,0.508239224431283-0.250379140320759i,0.523857594638988-0.25617199484732i,0.501250494849129-0.249088645532207i,0.443003505055835-0.227914126635437i,0.349356857402325-0.188380537610421i
0.328057507629814-0.251210804164255i,0.312537977361813-0.238970847480747i,0.308589956624682-0.235373809369775i,0.30751075548284-0.230383228366725i,0.304356872257882-0.226213142933378i,0.343856314557108-0.251918664166992i,0.354471570757078-0.262662664545461i,0.336738706417596-0.250120669592075i,0.299852268592597-0.230198742526268i,0.238812152399135-0.179717374770317i
0.211202405300582-0.231322571350313i,0.201646245386137-0.224944405906266i,0.196726928891037-0.213375274239661i,0.197794213373406-0.215270268751749i,0.196878463879542-0.215442101137876i,0.219352483861899-0.24242687116743i,0.226194745326512-0.239944044562073i,0.218514717738295-0.231438593116376i,0.196237704054257-0.206239480720047i,0.153700872572234-0.166283872289278i
0.108308909939858-0.199262664726702i,0.101851879253476-0.188344735560841i,0.10627938109431-0.186536638112118i,0.103221786726653-0.189490313348003i,0.103971141843187-0.179273289083604i,0.114041704566617-0.209695903621752i,0.116473470246597-0.212519276131258i,0.116669617707062-0.203737586927213i,0.10059970870355-0.187231787496295i,0.0808131022979476-0.149397416064408i
0-0.145034514158355i,0-0.137204444750632i,0-0.14263525988675i,0-0.140192468478566i,0-0.140770182114134i,0-0.157061198027961i,0-0.1631747626433i,0-0.158640648512698i,0-0.138294294414972i,0-0.111731219187919i
