1-0.253658731492372i,1-0.229533497862198i,1-0.260400856046575i,1-0.268712043274008i,1-0.24240972762019i,1-0.191431263869565i,1-0.183821993599524i,1-0.177054537957838i,1-0.169038258406094i,1-0.19927551128084i
0.961784907444421-0.150286120529986i,0.926284288393148-0.179231360994113i,0.918408811709452-0.200746887243182i,0.91211666737184-0.211986299625459i,0.886685207154487-0.22465950086739i,0.928435354955028-0.154408899490898i,0.94833108056202-0.136033077682933i,0.940722594355729-0.135504196756756i,0.930647801602719-0.148336371624902i,0.938877579872068-0.157915932543611i
0.928468626123258-0.111652614018994i,0.883059544783545-0.126992377509329i,0.865542180596097-0.137067819325217i,0.850067727813055-0.145814856323778i,0.812944879035066-0.137606057188697i,0.888358420214814-0.10118294561685i,0.923953969669047-0.0870056944820201i,0.90466444201846-0.088374433451754i,0.88707945269783-0.100093804969642i,0.891700536781612-0.124184011400218i
0.903908483641558-0.0905230196277575i,0.855504480143706-0.100387966823042i,0.831190237674668-0.104176054118864i,0.818615062736282-0.109187733795623i,0.795131776910746-0.0954587770666472i,0.870051836201286-0.0728934588086821i,0.908520961549327-0.0712835975711101i,0.894730179582471-0.066891860220977i,0.876270804715037-0.0749826730285201i,0.861279433091959-0.105283896935481i
0.863580128201132-0.0759551637634797i,0.810346170114735-0.084884952758164i,0.782439069158552-0.0907595684017903i,0.767667254195789-0.0929347007988738i,0.742488916238538-0.0885277022300766i,0.833182896751613-0.0756884320636663i,0.874591680520201-0.0667006943868084i,0.863908483690636-0.0688535443340378i,0.835999653028265-0.0799468460336448i,0.804642958085229-0.12562250538297i
0.842594782621511-0.0890213425253504i,0.779455539015469-0.094632071838052i,0.753750855580783-0.0995174381627761i,0.737974993416546-0.0992574516813191i,0.716092867784473-0.0966625511423676i,0.813858996309277-0.0823642060959207i,0.853728900701055-0.0827339090051999i,0.843842395075941-0.0864359228672257i,0.811049686081279-0.100027237941822i,0.749100384684083-0.156060914009439i
0.817680339999058-0.101937128819935i,0.753780077710408-0.114117221159206i,0.724043637718286-0.110691652244517i,0.706391691924685-0.108432478916762i,0.685922044741598-0.101984387853589i,0.789228121869507-0.102261457549709i,0.833090149113381-0.108255378787267i,0.814085398938022-0.110478707395878i,0.772846682912742-0.126818019889905i,0.675593228322664-0.179514612452318i
0.754669136094586-0.163310557013233i,0.68127489606378-0.161510624243754i,0.652025742319567-0.154648347720062i,0.636099702480683-0.150305916422008i,0.614920951238987-0.148397812711208i,0.717761964322361-0.160722282637136i,0.756480572556501-0.171923180595844i,0.733952588785688-0.175044316987072i,0.679962632224313-0.190188848799642i,0.547891150195087-0.202293929992535i
0.663058224414875-0.221114972340548i,0.588970130990053-0.208597541044555i,0.568702911495701-0.197859614685531i,0.558471647060539-0.193879316947403i,0.541085601713141-0.182558489611474i,0.625381182016356-0.212567981596096i,0.658771099825865-0.223945919238446i,0.633406101282227-0.227554171204882i,0.570875948830489-0.225004891218707i,0.447111356095231-0.205761102713775i
0.537090885584519-0.261170957054263i,0.479596465381222-0.237128157740794i,0.465369939981942-0.229357009240716i,0.457445008180319-0.216283031811425i,0.442517030176914-0.213825202823956i,0.515936666143545-0.246906880107349i,0.537566336862887-0.258903628579454i,0.515579190596181-0.253465020796102i,0.457044488776745-0.238489397895505i,0.359374792471536-0.198943576856927i
0.361209109225127-0.268973733162764i,0.320003636321702-0.245222092736749i,0.312608320661486-0.238174497314209i,0.305842253449881-0.227840741029859i,0.30215374436606-0.222777932628853i,0.345146888746412-0.256266080520675i,0.359260888457362-0.269621511797801i,0.345320492547084-0.257831182156399i,0.305893252668309-0.23460518871693i,0.23878826393011-0.187656430654761i
0.234393253633568-0.256340687789616i,0.206030908867023-0.22241140138258i,0.201505394502838-0.217919713659228i,0.196759885953702-0.214343721986643i,0.192237020255832-0.208445907820244i,0.223268128106078-0.239208063037915i,0.232673809748476-0.251061725902564i,0.222127226796424-0.242320945289691i,0.197426718215365-0.214127731050664i,0.156566801762607-0.172497878551348i
0.123132644641723-0.223529067374284i,0.104985026348435-0.192150415123625i,0.100065698416139-0.187927305911625i,0.0965847689738432-0.185636201439485i,0.1000283986442-0.179926890925682i,0.117066811378349-0.208092211434141i,0.118187535480122-0.215678916444308i,0.111158711502758-0.208772736820659i,0.100218299213765-0.189062288921817i,0.0814999249796345-0.146653998086652i
0-0.162522641112516i,0-0.138004147829262i,0-0.136593299208757i,0-0.133434655085385i,0-0.12872885041253i,0-0.150772379908923i,0-0.157818825917738i,0-0.149115582360557i,0-0.137723873044847i,0-0.107588635940009i
