1-0.201394061526534i,1-0.226673394054363i,1-0.244580933325575i,1-0.261645473616735i,1-0.231718366665911i,1-0.190098610447168i,1-0.17712502152179i,1-0.177438606139225i,1-0.172472755151323i,1-0.186296965856476i
0.95498975540068-0.136458989931651i,0.928775831402233-0.179929888742135i,0.922143066544585-0.195567380021268i,0.917874253279491-0.205386557268949i,0.901635026680141-0.216458302276952i,0.942316006143249-0.159915218807147i,0.93642931646215-0.130322561438475i,0.942980045237599-0.138770287540518i,0.940086885672019-0.140273138292675i,0.944672757555639-0.155128128660783i
0.930328940362152-0.0941894208633771i,0.886749789718974-0.121315670611045i,0.862261810964651-0.139568979514028i,0.858901821559428-0.140595286740201i,0.825607796028061-0.142652947125689i,0.898134978866851-0.102666294645254i,0.912752247193092-0.0859197230096174i,0.907577960497897-0.0869192212365236i,0.904479712318213-0.0998674405855051i,0.894104745560918-0.127004920968177i
0.914479881271531-0.0788295308915887i,0.854105894500635-0.0977383267103789i,0.830858241095414-0.102537361899239i,0.830037970740958-0.10824154336776i,0.803087946012193-0.0968339633759809i,0.878758463475835-0.073035946633291i,0.897378438618222-0.0677733635241957i,0.897004514990306-0.0728573669880003i,0.880952795449021-0.0780177041563586i,0.860772011283705-0.115797397099098i
0.874021954285224-0.0820578408634832i,0.810049492617328-0.0911878895968864i,0.77835924354851-0.0943262585136398i,0.777543515531407-0.0930572702824565i,0.746388267287998-0.0903001362794081i,0.844531009304933-0.0697520733317165i,0.861681440229918-0.0707500640576093i,0.862537133450693-0.0715721089548189i,0.839943096867874-0.087191409714467i,0.789962338300013-0.147758785258044i
0.838345454471347-0.10051046201654i,0.77835345193238-0.102019396167754i,0.748877168991128-0.102739138549157i,0.745965470063233-0.103251912733114i,0.721863188434368-0.0988429307014529i,0.825687466052651-0.0903367936368288i,0.837068552780557-0.0871107050010192i,0.835337226853154-0.0909019543719268i,0.806835632579927-0.11547127854125i,0.721654907398744-0.179949224441254i
0.801448415775033-0.127564064350247i,0.733057764852994-0.115805069027727i,0.721533361686358-0.109302716281341i,0.706233924049275-0.104553151808957i,0.707143380978649-0.10822986963604i,0.794537839291728-0.101551929481634i,0.814956915760738-0.115319898798632i,0.795008540959213-0.118093407105826i,0.763665168055019-0.153913213065279i,0.635556930367031-0.20075826163903i
0.71654348986807-0.199282480424253i,0.661617613126388-0.162356118754924i,0.646487080450116-0.159165993343222i,0.631548666169181-0.156099151441905i,0.627716860888653-0.152710904403306i,0.719431400450626-0.17075656654243i,0.729253033511234-0.167565932135151i,0.720579947254976-0.185157269484939i,0.646449115346631-0.202107857723304i,0.500630607887267-0.197871702075759i
0.600284461549359-0.233488740421021i,0.573101464915575-0.210838977676817i,0.559170313967777-0.198566099186259i,0.555762607646232-0.197002792801659i,0.54234958899418-0.190773944666406i,0.629036326243225-0.222434327233681i,0.636977385156469-0.220902118687651i,0.614280620812759-0.229877174283324i,0.539201618592582-0.219374599519642i,0.407884748092742-0.187307723957438i
0.483295578312487-0.247297058340317i,0.465661820985092-0.229868260437744i,0.456423193135536-0.221410546591984i,0.453072212464941-0.22009156198695i,0.443514527672513-0.219632696897339i,0.507172558814861-0.245243064381358i,0.514171816168455-0.248378511239558i,0.497532624063973-0.249188021464693i,0.434682041420083-0.222364604539904i,0.334938060172212-0.18130501145878i
0.322843918576833-0.239874132358984i,0.308160984513301-0.229425734525629i,0.306085236950113-0.232536372293453i,0.30528352816302-0.222195213548559i,0.299378842708231-0.22106736650939i,0.341881658295246-0.253925613049187i,0.35324656590233-0.258119878502561i,0.331391420544607-0.24967847674311i,0.293042813366845-0.22520055909191i,0.231486069134954-0.171924211025276i
0.20729838879455-0.220632609093172i,0.199098565257555-0.211883613441548i,0.196102960199258-0.214424154886484i,0.198352037250351-0.213559503997217i,0.19280951428714-0.210573455575204i,0.223805221482645-0.23820115631945i,0.227717923372205-0.244908679070884i,0.218585774464897-0.233114241448965i,0.193934903756533-0.208959870674772i,0.147384033539999-0.162820896296966i
0.103498292638694-0.202130174501149i,0.104416735256667-0.187980940735926i,0.100639163184528-0.189862924262334i,0.103462467792037-0.188272714573244i,0.100672286368664-0.188229555758522i,0.112444528036207-0.212023162787728i,0.125641772410734-0.214650565254316i,0.115734579626954-0.202503727409331i,0.101951085293893-0.181256151517481i,0.0755359013797067-0.143232218989658i
0-0.148097545341053i,0-0.140511720401199i,0-0.140790681546029i,0-0.141712084101973i,0-0.13668471014578i,0-0.165140505400126i,0-0.161153169503522i,0-0.158537306623896i,0-0.138081905391681i,0-0.110025327658592i
