1-0.240780528692552i,1-0.234570454984668i,1-0.259490943872095i,1-0.275762668397514i,1-0.240581999860765i,1-0.195641804629718i,1-0.178900694896345i,1-0.17847793785844i,1-0.178047443418496i,1-0.194136746581127i
0.948651010279822-0.159852349619943i,0.923217240876652-0.186727371360871i,0.915642911165797-0.199394161514862i,0.91762477200081-0.209513296258606i,0.889624287057698-0.221381765760197i,0.932988925270769-0.160530000848353i,0.94654211512136-0.134451021139714i,0.937769019046606-0.139776257243735i,0.939274074230969-0.146762527978156i,0.935177399792107-0.15895297165743i
0.914875207043853-0.11382154464711i,0.870298764920392-0.126566029923659i,0.856178412884845-0.13736675291369i,0.853694773091323-0.142322789769271i,0.817702173534059-0.142298324163822i,0.88804826440662-0.10556476112064i,0.915964056821623-0.0874257463127607i,0.903693378692289-0.0927258457346014i,0.896931520050283-0.0974451252281953i,0.886364665270213-0.125348421782807i
0.891009975583119-0.0810700165486184i,0.841927325918322-0.0953168718025402i,0.827902404166968-0.103204456893182i,0.825472935561805-0.107918664388816i,0.799257179703334-0.0994728429155493i,0.876857475633038-0.0711872606313652i,0.902803657077437-0.0664255404649223i,0.893756978679547-0.0669569429642274i,0.878413791398999-0.0749222802264893i,0.855931041045626-0.111231030529908i
0.854273137828042-0.0765577599705183i,0.798513764832166-0.0854407253501049i,0.779689003055157-0.0910090779896826i,0.774445425731709-0.0964889630888682i,0.744674217484035-0.0879488424828134i,0.840632133698335-0.0715414545935641i,0.866014518177748-0.0700608718712891i,0.8628190261118-0.0676280535744544i,0.84285382071586-0.0822706496086997i,0.792636585386429-0.129444361119598i
0.832835165283991-0.0855111515495903i,0.774972445661188-0.0921664662735124i,0.749804310727713-0.100608813013228i,0.745836034211116-0.101835284776355i,0.717600558658231-0.0953766078166706i,0.818183512330768-0.0871052132500888i,0.849178256929549-0.0836008778397376i,0.841764828332198-0.0859715244625833i,0.816818255830063-0.105899173203394i,0.736754952935888-0.158235886245876i
0.80396826344445-0.102135289580482i,0.741503366838756-0.107039001044131i,0.717277802052671-0.108189265680025i,0.710518341835924-0.109289108817257i,0.686375924088087-0.10540745160145i,0.786751349383026-0.102331721869105i,0.820027894286625-0.10921948835727i,0.809905703613355-0.114861976751822i,0.777353069382004-0.134705879940559i,0.664537737901771-0.181813996224583i
0.73852830711186-0.15855293725947i,0.675063844555865-0.157719874411995i,0.651642864468385-0.152809590330531i,0.639445224159467-0.14915493374869i,0.623905879104999-0.14598592410018i,0.718290725112954-0.160096047694284i,0.747355482323659-0.168675391737519i,0.731175335944977-0.177005163134146i,0.67969964457667-0.195298107622765i,0.536031514209813-0.19952610650947i
0.655269156685668-0.213145274804159i,0.587415021893401-0.203288765610713i,0.569177706829644-0.193880688809558i,0.563458379515302-0.192079750627769i,0.545177781300376-0.184065261789256i,0.630076038530189-0.213130036737165i,0.654922759535123-0.220159089070019i,0.632753087774578-0.223782919605564i,0.5750233075781-0.22782060143083i,0.439420422196421-0.203936502111507i
0.538502820139016-0.253205202077759i,0.479448471024424-0.234419863146986i,0.466008772962159-0.223971341654892i,0.464084459942782-0.217980767928534i,0.447695130360018-0.21297317102211i,0.517867897983079-0.247589940064256i,0.535559134929609-0.25760548684646i,0.512613801665053-0.254022849589745i,0.45503843129666-0.239200234913686i,0.350541015066573-0.195825062387769i
0.363699716879549-0.266698439172691i,0.323037275017176-0.239420262453996i,0.317398214870771-0.231199848431002i,0.315061592234339-0.231773154001759i,0.305685369476783-0.22424384880445i,0.348560236688533-0.255121271770246i,0.359926973793848-0.263501724523054i,0.340915811124714-0.258765475598944i,0.303734718268092-0.237842266656291i,0.233877804192938-0.185621693043259i
0.237933835484449-0.258168718003194i,0.211214794434355-0.227102008492175i,0.200743676639478-0.22063080400534i,0.202549464223417-0.218220410895476i,0.195159616991624-0.209411693627162i,0.221351205160306-0.237714610648017i,0.229995323723047-0.246098478817391i,0.220370207155102-0.240153751051229i,0.194594738665926-0.21633450438211i,0.151116545601193-0.16747180053457i
0.120128296563582-0.219636647928358i,0.107058932341183-0.192931152958309i,0.103431242934223-0.1894434696373i,0.105997307007362-0.187643977186332i,0.102160738257709-0.184663566330547i,0.116137081950906-0.208417390378045i,0.118820301954325-0.217029725137818i,0.11392693873585-0.205221114808083i,0.098135710980318-0.188645255693693i,0.0795877557663869-0.142478789877483i
0-0.163226326052675i,0-0.140192481602827i,0-0.139562197084714i,0-0.137947864721596i,0-0.133703681889682i,0-0.156632517984405i,0-0.161169102684574i,0-0.153024735596439i,0-0.139104063048999i,0-0.108432338849445i
