1-0.225795223781637i,1-0.248825619529226i,1-0.256695776154611i,1-0.268315750177074i,1-0.235976549563558i,1-0.178536604435825i,1-0.170704804251834i,1-0.172613753556451i,1-0.171525424035353i,1-0.194252496285662i
0.962389364097008-0.141978156456133i,0.922202875458611-0.192163213195585i,0.916644456777617-0.198475343213093i,0.914813772730008-0.202474992549843i,0.894548064438088-0.22729242940319i,0.941717684761158-0.154158265063773i,0.941024494492816-0.134351178105282i,0.942302252833472-0.131095583753252i,0.93333633390958-0.142262253231659i,0.930257572591136-0.157037692190552i
0.93338977475602-0.105858784979987i,0.877958022888691-0.130669429997754i,0.857820614581923-0.132176623418476i,0.853155146520129-0.142718544131273i,0.816454954634521-0.132742829018465i,0.890192375682346-0.101814090418797i,0.910104850516891-0.0902711924084666i,0.911976599087055-0.0908617288977159i,0.894116162944138-0.0940557404693661i,0.885178948792344-0.117842455658057i
0.901408646785659-0.0837189633996562i,0.850276421547955-0.0887250183120331i,0.826850614156583-0.0993810856862982i,0.823585391816117-0.0979087211809705i,0.804343351854595-0.0928852881720998i,0.877880561988452-0.070505889520048i,0.898279010219626-0.0692225511263417i,0.898429867457125-0.0640618900031663i,0.879262365301553-0.069554496384672i,0.859632727381692-0.101908578765568i
0.869270643731231-0.0762752994160059i,0.800512651584905-0.0826592147733051i,0.78578366981804-0.085796428029279i,0.782487670678027-0.0924625399114047i,0.753492033922098-0.0890139714586919i,0.849551919982489-0.0705225207610023i,0.868519088237237-0.065925928678525i,0.869671738480564-0.0712820240683535i,0.850262189806561-0.0833754538706542i,0.802954573934371-0.119571722406822i
0.846632576032305-0.0887746389209597i,0.783279166930875-0.0912553169847445i,0.760501368474942-0.0938124002570801i,0.743274366622379-0.0966161043069274i,0.730616380062997-0.0920725857380661i,0.826737335136834-0.0914667309086016i,0.850048426658913-0.0828168009316552i,0.847246948161503-0.085023840171865i,0.823509154433143-0.100999531821337i,0.75601841700512-0.147078555706363i
0.820133034636128-0.103873571765175i,0.748167655984624-0.100309049737843i,0.72486696260113-0.111566170736988i,0.714843987746744-0.112685071001754i,0.69611946627996-0.107523901476901i,0.801255124605965-0.111644537811888i,0.818534155442641-0.108988080185642i,0.81686869506504-0.116118006553581i,0.785152584304227-0.126092573789424i,0.689014852422219-0.17519303401612i
0.755195191452126-0.165816168058877i,0.685969344511766-0.157482269468723i,0.656554342353177-0.156793185427381i,0.641015118367942-0.159436032498022i,0.633991341205172-0.153672798689117i,0.716108440902072-0.167579296682866i,0.737594483614555-0.177516347315341i,0.734577576335521-0.175829714149957i,0.690825995058043-0.190274975109543i,0.564425948962336-0.204795547183693i
0.658615782312815-0.219717440147822i,0.603055798590819-0.198198942311675i,0.579856928004911-0.195884376264804i,0.557708958353034-0.192115554805116i,0.547418602747648-0.194649222926121i,0.637395775173131-0.214521016748906i,0.656041597029349-0.226953885882211i,0.637696390247097-0.22812299644666i,0.58210370366642-0.229267295903727i,0.46246005985293-0.212476727661037i
0.535619827000368-0.261119925637644i,0.501599639069952-0.23677517528676i,0.477228543368785-0.230104892009715i,0.46015180576704-0.221563940572686i,0.452809163776508-0.224951870376599i,0.509651772833057-0.24837789550632i,0.533393716200356-0.257711421584297i,0.517648040567383-0.25753687419721i,0.466655950779788-0.246234807469412i,0.364244371929565-0.204868053212583i
0.352505234213904-0.27955029153922i,0.334272926660168-0.249588624926191i,0.316334266937183-0.236748528277163i,0.309198117753318-0.236770677010403i,0.298691392632678-0.232493582665022i,0.345339533227692-0.261128661357428i,0.351979558316075-0.26015205207867i,0.339526606568114-0.258097749473329i,0.311140778192457-0.239906599013077i,0.239214415663489-0.194369462391177i
0.224707546362018-0.246090519478325i,0.215338269995821-0.233653277064347i,0.19955926700249-0.226621065415201i,0.19725220439077-0.219392873197215i,0.190871478482137-0.211820341277279i,0.221038006643508-0.24202147112756i,0.228597424734809-0.244562412216713i,0.215341822725082-0.239142901370314i,0.193743352955685-0.220094402727385i,0.158530177944505-0.174537660098766i
0.117707756525476-0.215883758271745i,0.107548601706055-0.202295838517379i,0.0991435148869908-0.189699488312289i,0.0998213770300925-0.187337146194597i,0.095820458432759-0.182738502032114i,0.109170779231886-0.209152931931345i,0.120665354156251-0.211088755441042i,0.112512687645693-0.20072170198069i,0.101578040988416-0.186873832300221i,0.0793409084266858-0.146440591883849i
0-0.158539622749769i,0-0.144988041801962i,0-0.134947580152105i,0-0.135969515142866i,0-0.137063710497071i,0-0.151409943648177i,0-0.156204265828825i,0-0.149347772504729i,0-0.137935265122546i,0-0.108753314743996i
