1-0.250064727858875i,1-0.252471814885098i,1-0.281213595399446i,1-0.283610068005184i,1-0.257976100965408i,1-0.197416247122161i,1-0.181464752614278i,1-0.187722742475995i,1-0.177527444394348i,1-0.192043090148042i
0.971250926512709-0.146036847930035i,0.924316712585209-0.195583354295257i,0.908873681508765-0.215622556855231i,0.915734273404753-0.212605742217738i,0.891664303304905-0.229356977950951i,0.917859720626385-0.162784817399445i,0.93954866063895-0.140322520271861i,0.946406802162069-0.141052727062338i,0.920408968569033-0.142517765573359i,0.935249819087324-0.162322626239699i
0.939684844738046-0.114837410368859i,0.865328901214017-0.133213358994048i,0.84392001521803-0.147837742685676i,0.856690663499637-0.148128011935218i,0.820696944737748-0.144833204940641i,0.881014206716742-0.107511055279045i,0.907156970558184-0.0913122609846267i,0.909430640893462-0.0918017795350066i,0.879454598896853-0.097859206579602i,0.883454586679865-0.129072367525319i
0.90738923755801-0.0865410111933189i,0.839389692629567-0.0973051040316416i,0.817949439357004-0.108456976661503i,0.81977247229532-0.114763238404174i,0.798980383947955-0.100669109504744i,0.861390587352515-0.0759617144434393i,0.892829760716509-0.0694284032216832i,0.898753357488547-0.0701745304568378i,0.867350665649441-0.0698997089833508i,0.855654629743433-0.110766540938961i
0.871789711279826-0.0752477788447569i,0.792316491397385-0.0872663346609644i,0.760836069345745-0.0918110677019186i,0.770483500484157-0.088469620343578i,0.745402591571216-0.0889581113701779i,0.829229321148336-0.0761430307881999i,0.860359747677946-0.0644733517161012i,0.862654413485243-0.0717752053079649i,0.827883910041579-0.0834342951491823i,0.792490626725504-0.132261897351026i
0.853239535648273-0.0870194777777544i,0.765391488376797-0.0945161922494594i,0.734293681939759-0.0950367885788874i,0.729732593893377-0.103191726399387i,0.717411451436874-0.0946799925433018i,0.803749485217918-0.0840337898699471i,0.840550173207067-0.0872227991388502i,0.844038292399486-0.0850264543981991i,0.79956829784554-0.103533416221536i,0.730116902551972-0.157657246910157i
0.823895823902129-0.107669937070046i,0.735159168878404-0.104445677288322i,0.705582936002143-0.106762841027318i,0.703070321844212-0.105046546180729i,0.686770330276296-0.101645002142893i,0.776435803332818-0.106516491835919i,0.815248445825957-0.102973307425279i,0.817583263869241-0.115182368607101i,0.757743636691045-0.133928040421855i,0.656403697526093-0.185151439178947i
0.752300191887431-0.16652992556422i,0.667325325141073-0.147909068173276i,0.641951364589955-0.140897728973818i,0.640521782371652-0.148955877120104i,0.622500883681226-0.142952603396502i,0.71110397826083-0.159288204105675i,0.739036835162767-0.169066626556136i,0.735849917375761-0.180745777427138i,0.662004382305515-0.189445472108659i,0.525595209700917-0.196010668557357i
0.662184348930725-0.223638462753498i,0.593490798726083-0.193122485572499i,0.563712939490654-0.183121500057819i,0.560620908760465-0.181369894596872i,0.542476713827292-0.185334437693559i,0.619972023373372-0.205275226407928i,0.648335821333655-0.221242991738282i,0.635136187991917-0.226527805025473i,0.554655277331451-0.218830078494565i,0.430729280679781-0.196140638914329i
0.540294838190998-0.254650509388869i,0.491136584144217-0.225828525212041i,0.472116599616546-0.214860804632295i,0.463991052270713-0.217066034590646i,0.445214379302472-0.21087041328281i,0.509422749812868-0.244027047184656i,0.526252437107464-0.259714567447221i,0.51171628494936-0.25832921018225i,0.446369448624552-0.231392678316838i,0.350548895174049-0.192581538924286i
0.366286389932373-0.26324373419033i,0.328477893358457-0.237481233222927i,0.319710934706911-0.232239277059219i,0.311964362068032-0.22634823146406i,0.301190374336338-0.227065316673534i,0.343442580531186-0.250198198130093i,0.352823565013577-0.266324258689036i,0.345104684653041-0.257856599839879i,0.303795422170897-0.228448389987084i,0.239155707297368-0.184750223414682i
0.240786560370541-0.25011161877756i,0.216284246851608-0.225809200293155i,0.205573944477365-0.224373931510227i,0.20569764110547-0.214929975124267i,0.195737076910894-0.208662210016578i,0.222876271870201-0.237751816008559i,0.224363148641061-0.24801236119468i,0.224123456647922-0.239414527613021i,0.1977894132698-0.209633678994625i,0.152369061313621-0.168551341636348i
0.121721194529611-0.220665081733705i,0.109902041675402-0.195596407164051i,0.102236541746889-0.198849172814745i,0.103230797961738-0.185742637884117i,0.0995723893384911-0.182458550047624i,0.116547383475737-0.206435135700094i,0.116255638834521-0.215765251301282i,0.115961129417814-0.211927122831635i,0.102792321512129-0.18191188270526i,0.0800162903326982-0.144410016005406i
0-0.164689075116043i,0-0.147875439563061i,0-0.143841512218022i,0-0.139854140536751i,0-0.134289573207422i,0-0.154158731037867i,0-0.158917188396517i,0-0.152786681930367i,0-0.139320633477879i,0-0.108712128309516i
