1-0.197429436200509i,1-0.222419057709295i,1-0.236916998022939i,1-0.248506139368392i,1-0.17882672050259i,1-0.158303188602256i,1-0.152667389253871i,1-0.154791524697288i,1-0.172006946614623i,1-0.208895970915843i
0.970765269116428-0.125225705326389i,0.924721069121325-0.167956520030914i,0.924456165002811-0.195040250509705i,0.907661415587715-0.203692019976937i,0.931138630493509-0.154468120099434i,0.95488794683456-0.124693660725119i,0.953821153004941-0.113896975151269i,0.946045243409717-0.126916226732602i,0.943198563950492-0.139761768266924i,0.927423275069389-0.174001454430614i
0.945473402620908-0.0924933199399947i,0.880063580732943-0.116621943514747i,0.863643303179395-0.126559919801406i,0.850354637853008-0.129079289491284i,0.881296982841939-0.10144102794712i,0.924058939656351-0.0795227367001397i,0.921450829588814-0.0770689547350494i,0.914971072818558-0.0783875823197678i,0.897579200912328-0.099537681298377i,0.874712133117494-0.13835011216167i
0.918605090291105-0.0782493416633127i,0.856098615605019-0.0832906544057391i,0.840760488564168-0.0895931725207398i,0.830573712116863-0.0906075093801463i,0.866334994028475-0.0736886651544124i,0.909495545301858-0.0639200556732279i,0.907007564137525-0.0591986986384558i,0.89826295397973-0.0632212671686946i,0.886991678717705-0.0774744186994266i,0.833329782823069-0.126325524982226i
0.886335051306708-0.0780460632599154i,0.821553318565103-0.0820013176011889i,0.803487175862337-0.0832021869452895i,0.783220861800883-0.0811262976009401i,0.829115843501287-0.0741864926863655i,0.876654562801795-0.0709433749538189i,0.879981158567411-0.0675848839806139i,0.875039313824259-0.070406166760241i,0.852193075691513-0.083152110967782i,0.766211195540789-0.143146406332594i
0.86409563061653-0.0954494316178258i,0.79741950776505-0.0872617915478032i,0.775404174752024-0.0933285680911496i,0.760147348397465-0.0926100446923262i,0.808001513990668-0.0858849963954659i,0.86423898903416-0.0922632218968493i,0.855528426347706-0.0855597102640453i,0.84825954033269-0.0920241290423691i,0.820941306218686-0.108048022498603i,0.704449866667088-0.161345933259978i
0.825876688510175-0.124145850680364i,0.762436719100106-0.110177519476708i,0.747939483087045-0.10830502702887i,0.731838393829345-0.106682255068646i,0.778486793727092-0.112292436979106i,0.831082114997544-0.116405309205223i,0.822312637160525-0.125408022618037i,0.814682085340851-0.126758366473514i,0.778790679458427-0.14300163522965i,0.628270480694532-0.182291772551681i
0.741266689837864-0.194500620426641i,0.69204351564493-0.170646890438263i,0.673089103141814-0.165569253910403i,0.658741309200614-0.159200326494695i,0.701186906636406-0.168837368893637i,0.739385733172865-0.186311698894455i,0.745985706485826-0.188106455103404i,0.727347858187843-0.194038659298567i,0.672042155561084-0.206926791354442i,0.504370350226279-0.201177633213438i
0.63190834332945-0.247863456702433i,0.598817489573367-0.215896189604541i,0.583372191309744-0.203013671165244i,0.576471620823705-0.200928048078574i,0.607305164340855-0.215000558228592i,0.636565625751091-0.228072232151296i,0.633483517642311-0.244138028258483i,0.622333574616282-0.242751472548795i,0.559923586564154-0.239879145845923i,0.404982689291194-0.202577990158395i
0.501064264384546-0.267928670979105i,0.484538821297409-0.248319467123933i,0.480800046581106-0.235038334397643i,0.471485451665748-0.228240372296666i,0.494413821640899-0.249883900258748i,0.515321613289686-0.26270717660513i,0.50963981760103-0.262382734870824i,0.490407617571809-0.264768883863466i,0.433901077332917-0.251623466905828i,0.31360510426526-0.192123667159685i
0.320810615355554-0.261782125571501i,0.316619825802338-0.250732280103425i,0.315934546303068-0.246412389884658i,0.316706349832688-0.239723761982894i,0.328181085733051-0.252668784317625i,0.329281755526374-0.263725001586547i,0.326258712693641-0.265671301266114i,0.309190511460718-0.256732468040361i,0.279526121279464-0.237144644287992i,0.200916228044955-0.170262864570768i
0.197348541600276-0.230738820422597i,0.197388629659892-0.221574407743805i,0.197562091812132-0.224655920826055i,0.194135352594337-0.222360573976578i,0.203970644854319-0.228792063387963i,0.207009178896537-0.238658376982561i,0.201684273386101-0.238219611587487i,0.196995656176126-0.232811712984046i,0.172151492201139-0.20734221841979i,0.127770681937178-0.150368678272322i
0.0994240115197029-0.193013010908941i,0.100177688280399-0.186391968077338i,0.102004346086984-0.187645196037825i,0.100373316258926-0.186063171209469i,0.106862435529728-0.189145356354072i,0.101491388978156-0.204264377107498i,0.103303930975925-0.19765568102885i,0.102354638721809-0.190459451537219i,0.0849627940163997-0.171808736991478i,0.064347319795965-0.126459591358612i
0-0.13492607908957i,0-0.1311923524799i,0-0.135110993995749i,0-0.133111260322538i,0-0.136071133763583i,0-0.143964675032215i,0-0.142087145855449i,0-0.138249321893456i,0-0.121736942298602i,0-0.0910267594111762i
