1-0.19222538797097i,1-0.218790938071421i,1-0.250540794016686i,1-0.251526010044229i,1-0.197478783022841i,1-0.17968145116561i,1-0.169062245644635i,1-0.176694434013285i,1-0.165356653689312i,1-0.18794075636636i
0.959859893418769-0.122478987012346i,0.931449554823815-0.169574165611114i,0.918383081740273-0.199586148656005i,0.913482078571154-0.206722605282576i,0.905813898338631-0.20104695257013i,0.927528198497473-0.144753763726546i,0.943922589852666-0.122124987472803i,0.951581563167646-0.135475413671269i,0.940986597457896-0.127516032965206i,0.940528777220682-0.140054240527773i
0.928176772608336-0.0954455195798741i,0.879096402946291-0.122336308041045i,0.866850017596792-0.122249538758958i,0.853662465435401-0.129826994401708i,0.8241918461315-0.1230302438056i,0.89103741869355-0.085828660646043i,0.920380053864809-0.0860794422243037i,0.912296160412731-0.0829980195894601i,0.899245070147828-0.0845661207242846i,0.903976717508128-0.100751949563875i
0.91659526504406-0.0722207758490155i,0.85349814524918-0.0862110687310975i,0.841690792064908-0.0985692107572785i,0.827871815642517-0.100715340306986i,0.815054217802485-0.0808997489418456i,0.888602989582972-0.0659716247992324i,0.896435206639981-0.0567065301341099i,0.902407188088473-0.0663526083755479i,0.897952786507027-0.058915562753629i,0.890988601859571-0.0875721418233299i
0.878240118095226-0.0682169780385747i,0.813043359704122-0.0796988033360654i,0.793671877583539-0.0878545896976775i,0.77356558425379-0.0813461461140492i,0.768949447038666-0.0760488546852431i,0.855724528727356-0.0550460767080274i,0.871795419591963-0.0575644894334138i,0.875898666057831-0.0516906417200566i,0.858052407020432-0.0635747913775271i,0.843363381163539-0.0865129431375455i
0.853038340024513-0.0892175951468779i,0.792996180819101-0.0879868429927781i,0.774738623067522-0.0850845289452854i,0.759329591868416-0.0829954036161973i,0.748124358107833-0.0829429873457702i,0.847057212968349-0.0741467512386403i,0.856677096798118-0.0752742704596597i,0.87299756036129-0.068580074997244i,0.841349724394339-0.0766913869990405i,0.809544898957089-0.105590200616262i
0.82399486895846-0.120572030236774i,0.770919130744375-0.103164210538461i,0.753592594832694-0.106561600037751i,0.73519373536024-0.107977537154566i,0.72725373435382-0.0965820526146353i,0.816310606316519-0.0972720045660574i,0.843283733560671-0.0994209385391224i,0.840498011842264-0.0967221642555215i,0.817555404334155-0.115809513946175i,0.772953190704448-0.136723257068541i
0.747939186629162-0.185028310920007i,0.694605710894018-0.167940042643315i,0.686362061035623-0.167772094424715i,0.671897055772332-0.152690662621457i,0.655338981924368-0.152503659604567i,0.75291548443154-0.161971605641283i,0.768682828923484-0.174410719692899i,0.778289098710247-0.170675593561682i,0.732262235987156-0.183255011240124i,0.67551935512729-0.206669119882659i
0.645744969380831-0.232677637087805i,0.59821976935792-0.219171523579844i,0.589990897686212-0.211849214277673i,0.582537643234191-0.204034002439541i,0.582672187036848-0.200453552314858i,0.654470468721979-0.233254189885468i,0.673422221931267-0.236737307565007i,0.671745795738233-0.227381678854571i,0.628878291808519-0.238979700611013i,0.564143498821808-0.246200929938616i
0.525636387753877-0.26268555571026i,0.485676196581309-0.239168051204668i,0.483413190837743-0.232193622697705i,0.483417567045436-0.230615014047783i,0.47482483478739-0.231713924739967i,0.539207225816829-0.260908372735361i,0.55091943825637-0.261521198013686i,0.542500616912176-0.271815808775385i,0.503446859159414-0.263657575481176i,0.438635832305712-0.253771570816269i
0.336251939689517-0.267402189687127i,0.31768765920552-0.242313181184183i,0.31844342571142-0.245077474654555i,0.319616749049911-0.241225036656401i,0.323635367446852-0.235660384552144i,0.363489314083798-0.264092959423331i,0.365916520617652-0.271521221122466i,0.364836414953983-0.280740538432907i,0.318123377525965-0.258862373399603i,0.272137799211846-0.227435803161761i
0.214210564208875-0.239794056449343i,0.195955519458046-0.221601161386248i,0.203128549986572-0.224431855173599i,0.197070712707176-0.21876742245287i,0.20005051090188-0.220317132923159i,0.2263939127985-0.247462771008859i,0.232210072835145-0.254849497781213i,0.218705484251189-0.252420384543712i,0.194296176539632-0.237329835515286i,0.170885279519465-0.2038138885729i
0.107990141302454-0.194949187638327i,0.0964689631859571-0.194825851190191i,0.102283417234845-0.190622369858567i,0.094827434694316-0.186577662027327i,0.093145052571543-0.19280522232087i,0.111070895376818-0.212084068264916i,0.110414018587186-0.204821880553904i,0.105039114930078-0.213263318260001i,0.0956938364801509-0.191551268212608i,0.0886349274156844-0.164217616926922i
0-0.132966532742664i,0-0.131364179471169i,0-0.134476806967299i,0-0.131648296951087i,0-0.132434506111541i,0-0.143634425748543i,0-0.151116908973291i,0-0.15496211220814i,0-0.134662940555888i,0-0.117370472423013i
